,NU_ANO_CENSO,NO_REGIAO,NO_UF,NO_MUNICIPIO,IN_CAPITAL,TP_REDE,TP_CATEGORIA_ADMINISTRATIVA,NO_CINE_ROTULO,TP_GRAU_ACADEMICO,TP_MODALIDADE_ENSINO,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA
7962,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8076,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8324,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8638,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8678,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8714,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8829,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8858,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8884,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8915,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8948,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9061,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9129,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9180,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9289,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9361,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9377,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9417,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9560,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9569,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9592,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9654,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9727,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9782,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9824,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9846,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,2023,,,,,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10332,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10391,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10468,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10498,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10500,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10506,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10518,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10524,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10533,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10539,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10540,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10541,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10547,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10552,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10558,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10576,2023,,,,,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10609,2023,,,,,2,4,Matemática formação de professor,2.0,2,4,0,4,2,0,0,0,0,2,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,3,0,0
10801,2023,,,,,2,4,Matemática formação de professor,2.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10889,2023,,,,,2,4,Matemática formação de professor,2.0,2,3,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0
10985,2023,,,,,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
11145,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,1,1,Matemática formação de professor,2.0,1,38,10,28,16,3,19,0,0,0,21,8,13,6,1,14,0,0,0,6,5,3,0,2,0,7,7,4,0,1,0,5,34,25,13,0,13,8,0
11147,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,1,1,Matemática formação de professor,2.0,1,5,0,5,1,0,4,0,0,0,28,12,16,12,0,16,0,0,0,3,3,1,0,1,0,16,14,9,0,3,0,2,18,5,0,0,17,11,0
11179,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,1,2,Matemática formação de professor,2.0,1,35,12,23,8,6,10,1,0,10,0,0,0,0,0,0,0,0,0,13,13,4,0,6,0,0,0,0,0,0,0,0,2,23,12,0,0,0,0
11213,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,1,4,1,3,0,0,2,0,0,2,14,6,8,2,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,1,0,9,5,0
11265,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11447,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
11594,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,1,5,4,1,0,1,0,1,0,3,7,5,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,4,0,0,7,0
11670,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
11834,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,1,1,Matemática formação de professor,2.0,1,57,26,31,24,7,25,1,0,0,22,8,14,4,3,13,2,0,0,6,4,2,0,0,0,7,7,2,0,4,0,12,87,41,16,0,13,9,0
11915,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,8,4,4,3,0,4,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,2,6,0,1,1,0
12025,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,46,20,26,21,4,19,0,1,1,7,3,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,28,40,6,0,3,4,0
12036,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,8,2,6,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0
12143,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,44,17,27,6,5,16,1,0,16,11,6,5,2,1,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,29,41,3,0,9,2,0
12213,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,14,4,10,5,2,7,0,0,0,7,1,6,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,11,3,0,7,0,0
12298,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12381,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0
12507,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
12601,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,36,10,26,18,1,13,0,0,4,10,2,8,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,5,0,8,2,0
12663,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,2,0,2,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0
12698,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12724,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12803,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12875,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,10,3,7,1,5,3,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,3,0,2,0,0
12950,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,1,0,0,0,0
13029,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13124,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,7,5,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0
13185,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,15,5,10,8,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,11,4,0,0,0,0
13243,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,4,1,3,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0,1,0,0
13320,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,33,15,18,15,1,6,1,0,10,5,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,24,17,16,0,3,2,0
13382,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13492,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,30,11,19,18,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,2,0,0,0,0
13658,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,27,7,20,6,2,8,0,0,11,3,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47,8,23,4,0,2,1,0
13772,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,31,14,17,10,1,9,1,0,10,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,17,14,0,1,1,0
13870,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,10,3,7,1,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,4,0,0,0,0
14004,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14110,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14179,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
14322,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14395,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14495,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14550,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
14582,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,12,7,5,7,2,1,2,0,0,8,4,4,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,4,0,6,2,0
14597,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,5,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14713,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,2,4,Matemática formação de professor,2.0,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
14789,2023,Centro-Oeste,Distrito Federal,Brasília,1.0,1,1,Matemática formação de professor,2.0,2,296,133,163,96,47,139,3,1,10,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,2,46,238,58,0,0,0,0
14809,2023,Centro-Oeste,Goiás,Acreúna,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
14860,2023,Centro-Oeste,Goiás,Acreúna,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
14877,2023,Centro-Oeste,Goiás,Alexânia,0.0,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14923,2023,Centro-Oeste,Goiás,Alexânia,0.0,2,4,Matemática formação de professor,2.0,2,2,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0
14969,2023,Centro-Oeste,Goiás,Alexânia,0.0,2,4,Matemática formação de professor,2.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
15087,2023,Centro-Oeste,Goiás,Alto Paraíso de Goiás,0.0,1,1,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15127,2023,Centro-Oeste,Goiás,Alto Paraíso de Goiás,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
15177,2023,Centro-Oeste,Goiás,Anicuns,0.0,2,4,Matemática formação de professor,2.0,2,2,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
15238,2023,Centro-Oeste,Goiás,Anápolis,0.0,1,2,Matemática formação de professor,2.0,1,19,5,14,9,3,5,0,0,2,10,6,4,5,0,4,0,0,1,4,4,0,0,0,0,3,3,0,0,0,0,2,13,17,2,0,9,1,0
15347,2023,Centro-Oeste,Goiás,Anápolis,0.0,1,1,Matemática formação de professor,2.0,2,22,10,12,11,2,5,0,0,4,0,0,0,0,0,0,0,0,0,6,6,1,0,4,0,0,0,0,0,0,0,5,14,19,3,0,0,0,0
15410,2023,Centro-Oeste,Goiás,Anápolis,0.0,2,4,Matemática formação de professor,2.0,2,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0
15496,2023,Centro-Oeste,Goiás,Anápolis,0.0,2,4,Matemática formação de professor,2.0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
15503,2023,Centro-Oeste,Goiás,Anápolis,0.0,2,4,Matemática formação de professor,2.0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
